Unload Time: 0, Trucker: Sandy 'Trucker Trailblazer' Price, Company: Patriot Road Warriors, ID Num: C0, Price of Crate: 198, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 200, Trucker: David 'Trucker Trekker' Anderson, Company: Yellow Ribbon Logistics, ID Num: C1, Price of Crate: 417, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 200, Trucker: Robert 'Drivin' Dreamer' Perry, Company: Freedom Truck Lines, ID Num: C2, Price of Crate: 188, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 200, Trucker: David 'Trucker Trekker' Anderson, Company: Sunrise Hauling Co., ID Num: C0, Price of Crate: 96, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 210, Trucker: John 'Truckin' Titan' Young, Company: Thunderstruck Transports, ID Num: C2, Price of Crate: 228, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 210, Trucker: Mike 'Big Rig' Johnson, Company: Redwood Trucking Group, ID Num: C1, Price of Crate: 358, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 210, Trucker: Jason 'Diesel Dynamo' Moore, Company: Silver Arrow Shipping, ID Num: C0, Price of Crate: 87, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 210, Trucker: Kelly 'Highway Hawk' Hernandez, Company: Trucker's Choice Transport, ID Num: C0, Price of Crate: 203, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 210, Trucker: Scott 'Freeway Fury' Phillips, Company: Green Line Express, ID Num: C2, Price of Crate: 277, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 210, Trucker: Jessica 'Breeze Rider' Martin, Company: Eagle Transport Services, ID Num: C3, Price of Crate: 397, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 210, Trucker: David 'Trucker Trekker' Anderson, Company: Yellow Ribbon Logistics, ID Num: C0, Price of Crate: 270, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 210, Trucker: Robert 'Drivin' Dreamer' Perry, Company: Freedom Truck Lines, ID Num: C1, Price of Crate: 264, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 220, Trucker: John 'Truckin' Titan' Young, Company: Thunderstruck Transports, ID Num: C1, Price of Crate: 103, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 220, Trucker: Mike 'Big Rig' Johnson, Company: Redwood Trucking Group, ID Num: C0, Price of Crate: 308, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 220, Trucker: Jim 'Big Load' Foster, Company: Yellow Ribbon Logistics, ID Num: C4, Price of Crate: 475, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 220, Trucker: Scott 'Freeway Fury' Phillips, Company: Green Line Express, ID Num: C1, Price of Crate: 491, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 220, Trucker: Jessica 'Breeze Rider' Martin, Company: Eagle Transport Services, ID Num: C2, Price of Crate: 120, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 220, Trucker: Robert 'Drivin' Dreamer' Perry, Company: Freedom Truck Lines, ID Num: C0, Price of Crate: 379, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 220, Trucker: Angela 'Mud Flap Maven' Thomas, Company: Speedy Freight Express, ID Num: C2, Price of Crate: 275, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 230, Trucker: John 'Truckin' Titan' Young, Company: Thunderstruck Transports, ID Num: C0, Price of Crate: 100, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 230, Trucker: Laura 'Highway Harmony' Collins, Company: Green Line Express, ID Num: C2, Price of Crate: 157, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 230, Trucker: Brian 'Truckin' Titan' Morris, Company: Windy City Carriers, ID Num: C0, Price of Crate: 348, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 230, Trucker: Jim 'Big Load' Foster, Company: Yellow Ribbon Logistics, ID Num: C3, Price of Crate: 97, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 230, Trucker: Scott 'Freeway Fury' Phillips, Company: Green Line Express, ID Num: C0, Price of Crate: 218, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 230, Trucker: Jessica 'Breeze Rider' Martin, Company: Eagle Transport Services, ID Num: C1, Price of Crate: 288, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 230, Trucker: Kelly 'Highway Hawk' Hernandez, Company: Big Sky Express, ID Num: C0, Price of Crate: 470, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 230, Trucker: Angela 'Mud Flap Maven' Thomas, Company: Speedy Freight Express, ID Num: C1, Price of Crate: 454, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 240, Trucker: Justin 'Freight Force' Robinson, Company: Yellow Ribbon Logistics, ID Num: C2, Price of Crate: 158, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 240, Trucker: Laura 'Highway Harmony' Collins, Company: Green Line Express, ID Num: C1, Price of Crate: 143, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 240, Trucker: Jim 'Big Load' Foster, Company: Yellow Ribbon Logistics, ID Num: C2, Price of Crate: 152, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 240, Trucker: Jessica 'Breeze Rider' Martin, Company: Eagle Transport Services, ID Num: C0, Price of Crate: 419, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 240, Trucker: Kim 'Midnight Marauder' Parker, Company: Thunderstruck Transports, ID Num: C4, Price of Crate: 232, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 240, Trucker: Angela 'Mud Flap Maven' Thomas, Company: Speedy Freight Express, ID Num: C0, Price of Crate: 406, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 250, Trucker: Jessica 'Breeze Rider' Martin, Company: Sunset Transport Systems, ID Num: C3, Price of Crate: 137, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 250, Trucker: Justin 'Freight Force' Robinson, Company: Yellow Ribbon Logistics, ID Num: C1, Price of Crate: 361, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 250, Trucker: Laura 'Highway Harmony' Collins, Company: Green Line Express, ID Num: C0, Price of Crate: 368, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 250, Trucker: Robert 'Drivin' Dreamer' Perry, Company: Blue Horizon Transports, ID Num: C2, Price of Crate: 480, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 250, Trucker: Jim 'Big Load' Foster, Company: Yellow Ribbon Logistics, ID Num: C1, Price of Crate: 77, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 250, Trucker: Cindy 'Truckin' Troubadour' Reed, Company: Sunrise Hauling Co., ID Num: C2, Price of Crate: 266, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 250, Trucker: David 'Rolling Renegade' Jackson, Company: Highway Haulers Co., ID Num: C0, Price of Crate: 409, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 250, Trucker: Kim 'Midnight Marauder' Parker, Company: Thunderstruck Transports, ID Num: C3, Price of Crate: 422, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 260, Trucker: Jessica 'Breeze Rider' Martin, Company: Sunset Transport Systems, ID Num: C2, Price of Crate: 329, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 260, Trucker: Justin 'Freight Force' Robinson, Company: Yellow Ribbon Logistics, ID Num: C0, Price of Crate: 494, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 260, Trucker: Robert 'Drivin' Dreamer' Perry, Company: Blue Horizon Transports, ID Num: C1, Price of Crate: 494, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 260, Trucker: Jim 'Big Load' Foster, Company: Yellow Ribbon Logistics, ID Num: C0, Price of Crate: 338, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 260, Trucker: Cindy 'Truckin' Troubadour' Reed, Company: Sunrise Hauling Co., ID Num: C1, Price of Crate: 73, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 260, Trucker: Sarah 'Storm Surge' Gray, Company: Blue Horizon Transports, ID Num: C3, Price of Crate: 233, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 260, Trucker: Kim 'Midnight Marauder' Parker, Company: Thunderstruck Transports, ID Num: C2, Price of Crate: 310, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 260, Trucker: John 'Diesel Dynamo' Bennett, Company: Windy City Carriers, ID Num: C3, Price of Crate: 86, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 270, Trucker: Jessica 'Breeze Rider' Martin, Company: Sunset Transport Systems, ID Num: C1, Price of Crate: 397, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 270, Trucker: Olivia 'Speedy Delivery' Young, Company: Green Line Express, ID Num: C2, Price of Crate: 125, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 270, Trucker: Robert 'Drivin' Dreamer' Perry, Company: Blue Horizon Transports, ID Num: C0, Price of Crate: 400, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 270, Trucker: Cindy 'Truckin' Troubadour' Reed, Company: Sunrise Hauling Co., ID Num: C0, Price of Crate: 263, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 270, Trucker: Sarah 'Storm Surge' Gray, Company: Blue Horizon Transports, ID Num: C2, Price of Crate: 216, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 270, Trucker: Kim 'Midnight Marauder' Parker, Company: Thunderstruck Transports, ID Num: C1, Price of Crate: 65, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 270, Trucker: John 'Diesel Dynamo' Bennett, Company: Windy City Carriers, ID Num: C2, Price of Crate: 209, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 280, Trucker: Jessica 'Breeze Rider' Martin, Company: Sunset Transport Systems, ID Num: C0, Price of Crate: 454, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 280, Trucker: Stacy 'Lone Wolf' Evans, Company: Rocky Mountain Carriers, ID Num: C2, Price of Crate: 313, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 280, Trucker: Olivia 'Speedy Delivery' Young, Company: Green Line Express, ID Num: C1, Price of Crate: 445, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 280, Trucker: Frank 'Big Load' Williams, Company: Green Line Express, ID Num: C4, Price of Crate: 108, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 280, Trucker: Sarah 'Storm Surge' Gray, Company: Blue Horizon Transports, ID Num: C1, Price of Crate: 186, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 280, Trucker: Carla 'Hauling Heroine' Sanchez, Company: Eagle Transport Services, ID Num: C0, Price of Crate: 445, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 280, Trucker: Kim 'Midnight Marauder' Parker, Company: Thunderstruck Transports, ID Num: C0, Price of Crate: 356, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 280, Trucker: John 'Diesel Dynamo' Bennett, Company: Windy City Carriers, ID Num: C1, Price of Crate: 437, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 290, Trucker: Stacy 'Lone Wolf' Evans, Company: Rocky Mountain Carriers, ID Num: C1, Price of Crate: 316, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 290, Trucker: Olivia 'Speedy Delivery' Young, Company: Green Line Express, ID Num: C0, Price of Crate: 162, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 290, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Speedy Freight Express, ID Num: C4, Price of Crate: 107, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 290, Trucker: Frank 'Big Load' Williams, Company: Green Line Express, ID Num: C3, Price of Crate: 409, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 290, Trucker: Mike 'Big Rig' Johnson, Company: Eagle Transport Services, ID Num: C3, Price of Crate: 420, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 290, Trucker: Sarah 'Storm Surge' Gray, Company: Blue Horizon Transports, ID Num: C0, Price of Crate: 422, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 290, Trucker: John 'Diesel Dynamo' Bennett, Company: Windy City Carriers, ID Num: C0, Price of Crate: 120, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 300, Trucker: Holly 'Highway Healer' Peterson, Company: Sunrise Hauling Co., ID Num: C4, Price of Crate: 463, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 300, Trucker: Stacy 'Lone Wolf' Evans, Company: Rocky Mountain Carriers, ID Num: C0, Price of Crate: 493, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 300, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Speedy Freight Express, ID Num: C3, Price of Crate: 91, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 300, Trucker: Frank 'Big Load' Williams, Company: Green Line Express, ID Num: C2, Price of Crate: 167, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 300, Trucker: Mike 'Big Rig' Johnson, Company: Eagle Transport Services, ID Num: C2, Price of Crate: 132, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 300, Trucker: Brian 'Mile Marker Maverick' Fisher, Company: Speedy Freight Express, ID Num: C1, Price of Crate: 292, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 300, Trucker: Jack 'Freightliner' Thompson, Company: Rocky Mountain Carriers, ID Num: C1, Price of Crate: 381, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 310, Trucker: Holly 'Highway Healer' Peterson, Company: Sunrise Hauling Co., ID Num: C3, Price of Crate: 190, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 310, Trucker: Jim 'Big Load' Foster, Company: Golden Wheel Carriers, ID Num: C2, Price of Crate: 417, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 310, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Speedy Freight Express, ID Num: C2, Price of Crate: 447, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 310, Trucker: Frank 'Big Load' Williams, Company: Green Line Express, ID Num: C1, Price of Crate: 405, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 310, Trucker: Mike 'Big Rig' Johnson, Company: Eagle Transport Services, ID Num: C1, Price of Crate: 133, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 310, Trucker: Sandy 'Trucker Trailblazer' Price, Company: Swift Roadways Ltd., ID Num: C0, Price of Crate: 325, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 310, Trucker: Brian 'Mile Marker Maverick' Fisher, Company: Speedy Freight Express, ID Num: C0, Price of Crate: 203, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 310, Trucker: Jack 'Freightliner' Thompson, Company: Rocky Mountain Carriers, ID Num: C0, Price of Crate: 370, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 310, Trucker: Carlos 'Cargo Commander' Foster, Company: Sunset Transport Systems, ID Num: C3, Price of Crate: 277, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 320, Trucker: Holly 'Highway Healer' Peterson, Company: Sunrise Hauling Co., ID Num: C2, Price of Crate: 316, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 320, Trucker: Kim 'Highway Queen' Brown, Company: Sunrise Hauling Co., ID Num: C4, Price of Crate: 321, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 320, Trucker: Jim 'Big Load' Foster, Company: Golden Wheel Carriers, ID Num: C1, Price of Crate: 370, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 320, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Speedy Freight Express, ID Num: C1, Price of Crate: 332, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 320, Trucker: Frank 'Big Load' Williams, Company: Green Line Express, ID Num: C0, Price of Crate: 330, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 320, Trucker: Mike 'Big Rig' Johnson, Company: Eagle Transport Services, ID Num: C0, Price of Crate: 323, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 320, Trucker: Carlos 'Cargo Commander' Foster, Company: Sunset Transport Systems, ID Num: C2, Price of Crate: 62, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 330, Trucker: Holly 'Highway Healer' Peterson, Company: Sunrise Hauling Co., ID Num: C1, Price of Crate: 265, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 330, Trucker: Kim 'Highway Queen' Brown, Company: Sunrise Hauling Co., ID Num: C3, Price of Crate: 387, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 330, Trucker: Jim 'Big Load' Foster, Company: Golden Wheel Carriers, ID Num: C0, Price of Crate: 328, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 330, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Speedy Freight Express, ID Num: C0, Price of Crate: 275, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 330, Trucker: Mike 'Diesel Daredevil' Mitchell, Company: Trucker's Choice Transport, ID Num: C0, Price of Crate: 76, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 330, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Golden Wheel Carriers, ID Num: C1, Price of Crate: 439, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 330, Trucker: Justin 'Freight Force' Robinson, Company: Speedy Freight Express, ID Num: C1, Price of Crate: 392, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 330, Trucker: Carlos 'Cargo Commander' Foster, Company: Sunset Transport Systems, ID Num: C1, Price of Crate: 354, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 340, Trucker: Holly 'Highway Healer' Peterson, Company: Sunrise Hauling Co., ID Num: C0, Price of Crate: 383, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 340, Trucker: Kim 'Highway Queen' Brown, Company: Sunrise Hauling Co., ID Num: C2, Price of Crate: 257, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 340, Trucker: Brian 'Mile Marker Maverick' Fisher, Company: American Freightways, ID Num: C0, Price of Crate: 409, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 340, Trucker: Holly 'Highway Healer' Peterson, Company: Patriot Road Warriors, ID Num: C4, Price of Crate: 62, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 340, Trucker: Todd 'Truckin' Troubadour' Taylor, Company: Golden Wheel Carriers, ID Num: C0, Price of Crate: 186, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 340, Trucker: Justin 'Freight Force' Robinson, Company: Speedy Freight Express, ID Num: C0, Price of Crate: 58, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 340, Trucker: Carlos 'Cargo Commander' Foster, Company: Sunset Transport Systems, ID Num: C0, Price of Crate: 108, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 350, Trucker: Kim 'Highway Queen' Brown, Company: Sunrise Hauling Co., ID Num: C1, Price of Crate: 450, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 350, Trucker: Ron 'Freeway Firebrand' Bennett, Company: Silver Arrow Shipping, ID Num: C3, Price of Crate: 124, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 350, Trucker: Rachel 'Gearshift Gladiator' Davis, Company: American Freightways, ID Num: C4, Price of Crate: 444, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 350, Trucker: Holly 'Highway Healer' Peterson, Company: Patriot Road Warriors, ID Num: C3, Price of Crate: 473, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 350, Trucker: Jessica 'Hauling Hero' Clark, Company: Green Line Express, ID Num: C4, Price of Crate: 363, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 360, Trucker: Alex 'High Gear' Butler, Company: Silver Arrow Shipping, ID Num: C1, Price of Crate: 469, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 360, Trucker: Kim 'Highway Queen' Brown, Company: Sunrise Hauling Co., ID Num: C0, Price of Crate: 414, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 360, Trucker: Ron 'Freeway Firebrand' Bennett, Company: Silver Arrow Shipping, ID Num: C2, Price of Crate: 127, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 360, Trucker: Rachel 'Gearshift Gladiator' Davis, Company: American Freightways, ID Num: C3, Price of Crate: 450, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 360, Trucker: Sarah 'Highway Queen' Rodriguez, Company: Windy City Carriers, ID Num: C4, Price of Crate: 395, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 360, Trucker: Holly 'Highway Healer' Peterson, Company: Patriot Road Warriors, ID Num: C2, Price of Crate: 227, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 360, Trucker: Jessica 'Hauling Hero' Clark, Company: Green Line Express, ID Num: C3, Price of Crate: 414, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Alex 'High Gear' Butler, Company: Silver Arrow Shipping, ID Num: C0, Price of Crate: 251, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 370, Trucker: Ron 'Freeway Firebrand' Bennett, Company: Silver Arrow Shipping, ID Num: C1, Price of Crate: 192, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Rachel 'Gearshift Gladiator' Davis, Company: American Freightways, ID Num: C2, Price of Crate: 291, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Sarah 'Highway Queen' Rodriguez, Company: Windy City Carriers, ID Num: C3, Price of Crate: 298, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Holly 'Highway Healer' Peterson, Company: Patriot Road Warriors, ID Num: C1, Price of Crate: 243, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Jessica 'Hauling Hero' Clark, Company: Green Line Express, ID Num: C2, Price of Crate: 65, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Erin 'Speedy Delivery' Thompson, Company: Swift Roadways Ltd., ID Num: C3, Price of Crate: 161, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Brian 'Mile Marker Maverick' Fisher, Company: Green Line Express, ID Num: C2, Price of Crate: 472, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 370, Trucker: Jessica 'Hauling Hero' Clark, Company: Windy City Carriers, ID Num: C4, Price of Crate: 441, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 380, Trucker: Scott 'Freeway Fury' Phillips, Company: Sunset Transport Systems, ID Num: C0, Price of Crate: 492, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 380, Trucker: Ron 'Freeway Firebrand' Bennett, Company: Silver Arrow Shipping, ID Num: C0, Price of Crate: 444, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 380, Trucker: Rachel 'Gearshift Gladiator' Davis, Company: American Freightways, ID Num: C1, Price of Crate: 100, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 380, Trucker: Sarah 'Highway Queen' Rodriguez, Company: Windy City Carriers, ID Num: C2, Price of Crate: 358, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 380, Trucker: Holly 'Highway Healer' Peterson, Company: Patriot Road Warriors, ID Num: C0, Price of Crate: 349, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 380, Trucker: Jessica 'Hauling Hero' Clark, Company: Green Line Express, ID Num: C1, Price of Crate: 51, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 380, Trucker: Erin 'Speedy Delivery' Thompson, Company: Swift Roadways Ltd., ID Num: C2, Price of Crate: 342, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 380, Trucker: Brian 'Mile Marker Maverick' Fisher, Company: Green Line Express, ID Num: C1, Price of Crate: 371, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 380, Trucker: Jessica 'Hauling Hero' Clark, Company: Windy City Carriers, ID Num: C3, Price of Crate: 357, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 390, Trucker: Erin 'Speedy Delivery' Thompson, Company: Big Sky Express, ID Num: C2, Price of Crate: 400, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 390, Trucker: Rachel 'Gearshift Gladiator' Davis, Company: American Freightways, ID Num: C0, Price of Crate: 378, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 390, Trucker: Sarah 'Highway Queen' Rodriguez, Company: Windy City Carriers, ID Num: C1, Price of Crate: 262, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 390, Trucker: Jessica 'Hauling Hero' Clark, Company: Green Line Express, ID Num: C0, Price of Crate: 128, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 390, Trucker: Erin 'Speedy Delivery' Thompson, Company: Swift Roadways Ltd., ID Num: C1, Price of Crate: 176, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 390, Trucker: Brian 'Mile Marker Maverick' Fisher, Company: Green Line Express, ID Num: C0, Price of Crate: 432, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 390, Trucker: Jessica 'Hauling Hero' Clark, Company: Windy City Carriers, ID Num: C2, Price of Crate: 176, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 400, Trucker: Erin 'Speedy Delivery' Thompson, Company: Big Sky Express, ID Num: C1, Price of Crate: 159, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 400, Trucker: John 'Truckin' Titan' Young, Company: Golden Wheel Carriers, ID Num: C0, Price of Crate: 222, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 400, Trucker: Sarah 'Highway Queen' Rodriguez, Company: Windy City Carriers, ID Num: C0, Price of Crate: 292, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 400, Trucker: Erin 'Speedy Delivery' Thompson, Company: Swift Roadways Ltd., ID Num: C0, Price of Crate: 253, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 400, Trucker: Jessica 'Hauling Hero' Clark, Company: Windy City Carriers, ID Num: C1, Price of Crate: 54, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 410, Trucker: Erin 'Speedy Delivery' Thompson, Company: Big Sky Express, ID Num: C0, Price of Crate: 179, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 410, Trucker: Carla 'Hauling Heroine' Sanchez, Company: Speedy Freight Express, ID Num: C4, Price of Crate: 327, Scenario: A crate was unloaded, but the truck still has more crates to unload.
Unload Time: 410, Trucker: Lisa 'Road Rebel' Turner, Company: Big Sky Express, ID Num: C0, Price of Crate: 201, Scenario: A crate was unloaded, and the truck was sent off.
Unload Time: 410, Trucker: Michael 'Road Rescuer' Murphy, Company: Eagle Transport Services, ID Num: C3, Price of Crate: 438, Scenario: A crate was unloaded, but the truck still has more crates to unload.
